InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod,FrequentCustomer,FrequentCountry,FrequentEmail,FrequentPhone
536461,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 10:31,1.65,15693,Denmark,Eva Miller,eva.miller@example.com,256 Oak St,555-274-7645,Home & Garden,Supplier A,225,1.22,In-Store,Returned,8.79,58x31x23 cm,5.62,South America,SALE15,PayPal,Eva Miller,Denmark,eva.miller@example.com,555-172-3343
536665,71053,WHITE METAL LANTERN,6,12/01/2010 13:55,3.39,15693,Denmark,Eva Miller,eva.miller@example.com,256 Oak St,555-283-7638,Home & Garden,Supplier A,420,38.99,Online,Not Returned,6.36,77x81x40 cm,5.11,South America,DISCOUNT5,Gift Card,Eva Miller,Denmark,eva.miller@example.com,555-172-3343
536732,22633,HAND WARMER UNION JACK,6,12/01/2010 15:02,1.85,15693,Denmark,Eva Miller,eva.miller@test.org,883 Elm St,555-262-4056,Clothing,Supplier C,798,13.28,In-Store,Not Returned,1.79,27x63x17 cm,5.07,Asia,SALE15,Gift Card,Eva Miller,Denmark,eva.miller@example.com,555-172-3343
536723,21724,RED HARMONICA IN BOX,10,12/01/2010 14:53,1.25,15693,Denmark,Eva Miller,eva.miller@example.com,450 Ash St,555-172-3343,Toys,Supplier B,623,30.85,Online,Returned,9.06,2x88x72 cm,5.35,Australia,PROMO10,Credit Card,Eva Miller,Denmark,eva.miller@example.com,555-172-3343
536609,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 12:59,,10112,Germany,Eva Moore,eva.moore@example.com,547 Main St,555-968-5179,Home & Garden,Supplier A,947,41.45,In-Store,Not Returned,5.73,39x46x29 cm,5.46,Asia,PROMO10,Bank Transfer,Eva Moore,Denmark,eva.moore@example.com,555-150-8776
536553,71053,WHITE METAL LANTERN,6,12/01/2010 12:03,3.39,10112,Denmark,Eva Moore,eva.moore@example.com,815 Maple St,555-150-8776,Home & Garden,Supplier A,596,19.22,In-Store,Returned,6.36,77x81x40 cm,5.11,North America,DISCOUNT5,Credit Card,Eva Moore,Denmark,eva.moore@example.com,555-150-8776
536484,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/01/2010 10:54,4.95,10112,Denmark,Eva Moore,eva.moore@test.org,256 Oak St,555-415-4020,Home & Garden,Supplier A,691,41.23,In-Store,Not Returned,6.16,17x84x88 cm,8.52,South America,PROMO20,PayPal,Eva Moore,Denmark,eva.moore@example.com,555-150-8776
536425,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 09:55,4.25,18319,Denmark,Eva Smith,eva.smith@demo.net,256 Oak St,555-731-3203,Home & Garden,Supplier A,637,17.39,Online,Not Returned,3.18,17x1x89 cm,7.14,North America,DISCOUNT5,Credit Card,Eva Smith,Denmark,eva.smith@mail.com,555-124-8970
536497,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 11:07,4.95,18319,United Kingdom,Eva Smith,eva.smith@mail.com,709 Pine St,555-412-6954,Home & Garden,Supplier A,435,20.04,Online,Not Returned,5.73,39x46x29 cm,5.46,Australia,PROMO10,Bank Transfer,Eva Smith,Denmark,eva.smith@mail.com,555-124-8970
536498,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 11:08,1.65,18319,Denmark,Eva Smith,eva.smith@mail.com,709 Pine St,555-124-8970,Home & Garden,Supplier A,296,19.81,Online,Returned,8.79,58x31x23 cm,5.62,Australia,SALE15,Gift Card,Eva Smith,Denmark,eva.smith@mail.com,555-124-8970
536703,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 14:33,1.85,14796,Germany,Eva Taylor,eva.taylor@demo.net,253 High St,555-911-4665,Clothing,Supplier C,441,29.81,In-Store,Not Returned,3.91,20x86x92 cm,5.5,Australia,DISCOUNT5,Credit Card,Eva Taylor,Germany,eva.taylor@test.org,555-631-1955
536708,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 14:38,3.39,14796,Germany,Eva Taylor,eva.taylor@test.org,815 Maple St,555-690-2050,Beauty,Supplier D,173,3.27,Online,Returned,0.4,1x3x77 cm,14.16,Australia,DISCOUNT5,Bank Transfer,Eva Taylor,Germany,eva.taylor@test.org,555-631-1955
536688,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 14:18,2.95,14796,Germany,Eva Taylor,eva.taylor@example.com,547 Main St,555-631-1955,Clothing,Supplier C,320,16.71,Online,Returned,1.31,45x17x26 cm,6.22,Asia,PROMO10,Credit Card,Eva Taylor,Germany,eva.taylor@test.org,555-631-1955
536490,71053,WHITE METAL LANTERN,6,12/01/2010 11:00,3.39,14796,Germany,Eva Taylor,eva.taylor@test.org,547 Main St,555-858-4810,Home & Garden,Supplier A,75,34.87,Online,Returned,6.36,77x81x40 cm,5.11,Asia,DISCOUNT5,Credit Card,Eva Taylor,Germany,eva.taylor@test.org,555-631-1955
536507,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 11:17,6.95,18252,Germany,Eva Williams,eva.williams@example.com,390 Broadway,555-990-9219,Home & Garden,Supplier A,485,27.71,Online,Not Returned,5.44,4x93x86 cm,6.56,North America,SALE15,Gift Card,Eva Williams,Denmark,eva.williams@test.org,555-688-4230
536529,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/01/2010 11:39,3.39,18252,Denmark,Eva Williams,eva.williams@demo.net,921 Cedar St,555-688-4230,Beauty,Supplier D,292,13.66,Online,Returned,6.41,5x33x65 cm,5.87,Australia,DISCOUNT5,Credit Card,Eva Williams,Denmark,eva.williams@test.org,555-688-4230
536477,22310,IVORY KNITTED MUG COSY,6,12/01/2010 10:47,1.65,18252,United Kingdom,Eva Williams,eva.williams@test.org,883 Elm St,555-721-8117,Home & Garden,Supplier A,26,0.65,In-Store,Not Returned,3.46,38x51x63 cm,6.97,Asia,DISCOUNT5,Cash,Eva Williams,Denmark,eva.williams@test.org,555-688-4230
536529,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/01/2010 11:39,3.39,18252,Denmark,Jane Davis,jane.davis@test.org,547 Main St,555-874-3198,Beauty,Supplier D,47,49.86,Online,Returned,6.41,5x33x65 cm,5.87,Australia,DISCOUNT5,Credit Card,Eva Williams,Denmark,eva.williams@test.org,555-688-4230
536680,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 14:10,9.95,18252,Denmark,Eva Williams,eva.williams@test.org,256 Oak St,555-895-5036,Toys,Supplier B,968,40.9,Online,Not Returned,9.37,20x5x37 cm,8.56,Australia,SALE15,Gift Card,Eva Williams,Denmark,eva.williams@test.org,555-688-4230
536431,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/01/2010 10:01,4.95,17106,Denmark,Eva Wilson,eva.wilson@example.com,547 Main St,555-251-2712,Home & Garden,Supplier A,832,40.79,In-Store,Not Returned,6.16,17x84x88 cm,8.52,North America,PROMO20,Gift Card,Eva Wilson,Denmark,eva.wilson@example.com,555-102-2165
536429,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 09:59,5.95,17106,Germany,Eva Wilson,eva.wilson@example.com,547 Main St,555-102-2165,Home & Garden,Supplier A,847,46.22,Online,Not Returned,8.46,70x88x33 cm,5.09,Australia,PROMO10,Cash,Eva Wilson,Denmark,eva.wilson@example.com,555-102-2165
536576,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 12:26,3.75,18501,United Kingdom,Frank Brown,frank.brown@demo.net,253 High St,555-387-5873,Toys,Supplier B,738,25.29,Online,Returned,5.17,40x11x36 cm,6.02,North America,DISCOUNT5,PayPal,Frank Brown,Germany,frank.brown@demo.net,555-108-7917
536460,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 10:30,4.95,18501,United Kingdom,Frank Brown,frank.brown@example.com,547 Main St,555-108-7917,Home & Garden,Supplier A,764,29.31,Online,Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Gift Card,Frank Brown,Germany,frank.brown@demo.net,555-108-7917
536530,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 11:40,7.65,18501,Germany,Frank Brown,frank.brown@demo.net,450 Ash St,555-128-8813,Toys,Supplier B,118,47.21,In-Store,Not Returned,1.25,9x48x72 cm,5.6,South America,PROMO10,Gift Card,Frank Brown,Germany,frank.brown@demo.net,555-108-7917
536528,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 11:38,3.39,18501,Germany,Frank Brown,frank.brown@demo.net,921 Cedar St,555-712-5090,Beauty,Supplier D,936,33.18,In-Store,Returned,5.6,5x3x53 cm,5.72,South America,PROMO10,PayPal,Frank Brown,Germany,frank.brown@demo.net,555-108-7917
536691,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 14:21,1.85,10517,Denmark,Frank Davis,frank.davis@example.com,256 Oak St,555-187-7731,Clothing,Supplier C,5,43.11,In-Store,Not Returned,3.91,20x86x92 cm,5.5,North America,DISCOUNT5,Gift Card,Frank Davis,United Kingdom,frank.davis@demo.net,555-187-7731
536586,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 12:36,1.65,10517,United Kingdom,Frank Davis,frank.davis@demo.net,883 Elm St,555-308-3573,Home & Garden,Supplier A,335,22.54,In-Store,Returned,8.79,58x31x23 cm,5.62,Asia,SALE15,Bank Transfer,Frank Davis,United Kingdom,frank.davis@demo.net,555-187-7731
536427,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 09:57,9.95,10517,United Kingdom,Frank Davis,frank.davis@test.org,256 Oak St,555-636-7609,Toys,Supplier B,844,22.57,In-Store,Returned,9.37,20x5x37 cm,8.56,Europe,SALE15,Bank Transfer,Frank Davis,United Kingdom,frank.davis@demo.net,555-187-7731
536427,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 09:57,9.95,10517,United Kingdom,Grace Wilson,grace.wilson@example.com,253 High St,555-401-9202,Toys,Supplier B,831,33.4,Online,Returned,9.37,20x5x37 cm,8.56,Europe,SALE15,Bank Transfer,Frank Davis,United Kingdom,frank.davis@demo.net,555-187-7731
536566,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 12:16,2.75,14422,Germany,Frank Johnson,frank.johnson@example.com,883 Elm St,555-187-7731,Home & Garden,Supplier A,738,38.55,Online,Not Returned,0.24,25x13x82 cm,7.94,Asia,SALE15,Gift Card,Frank Johnson,United Kingdom,frank.johnson@mail.com,555-187-7731
536605,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 12:53,1.65,14422,United Kingdom,Frank Johnson,frank.johnson@mail.com,547 Main St,555-417-2525,Home & Garden,Supplier A,645,20.44,Online,Not Returned,1.0,95x49x69 cm,7.55,Asia,SALE15,Cash,Frank Johnson,United Kingdom,frank.johnson@mail.com,555-187-7731
536449,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 10:19,1.65,14422,Denmark,Frank Johnson,frank.johnson@mail.com,815 Maple St,555-526-4249,Home & Garden,Supplier A,581,32.48,In-Store,Not Returned,8.79,58x31x23 cm,5.62,Asia,SALE15,Credit Card,Frank Johnson,United Kingdom,frank.johnson@mail.com,555-187-7731
536522,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 11:32,1.65,14422,United Kingdom,Frank Johnson,frank.johnson@example.com,883 Elm St,555-242-3875,Home & Garden,Supplier A,75,29.17,Online,Returned,8.79,58x31x23 cm,5.62,Asia,SALE15,PayPal,Frank Johnson,United Kingdom,frank.johnson@mail.com,555-187-7731
536595,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 12:45,6.95,14422,United Kingdom,Frank Johnson,frank.johnson@mail.com,547 Main St,555-784-2927,Home & Garden,Supplier A,726,29.51,Online,Returned,5.44,4x93x86 cm,6.56,North America,SALE15,Bank Transfer,Frank Johnson,United Kingdom,frank.johnson@mail.com,555-187-7731
536598,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 12:48,1.65,17927,United Kingdom,Frank Jones,frank.jones@test.org,547 Main St,555-693-4294,Home & Garden,Supplier A,604,7.76,Online,Returned,8.79,58x31x23 cm,5.62,Europe,SALE15,Gift Card,Frank Jones,United Kingdom,frank.jones@test.org,555-693-4294
536424,22310,IVORY KNITTED MUG COSY,6,12/01/2010 09:54,1.65,14776,Germany,Frank Miller,frank.miller@demo.net,450 Ash St,555-657-5225,Home & Garden,Supplier A,985,28.83,In-Store,Returned,3.46,38x51x63 cm,6.97,South America,DISCOUNT5,Gift Card,Frank Miller,Germany,frank.miller@demo.net,555-404-2895
536475,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 10:45,210.0,14776,Germany,Frank Miller,frank.miller@demo.net,883 Elm St,555-404-2895,Toys,Supplier B,692,24.82,In-Store,Returned,5.13,62x94x95 cm,5.9,Australia,PROMO10,Credit Card,Frank Miller,Germany,frank.miller@demo.net,555-404-2895
536627,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 13:17,2.75,14958,Germany,Frank Moore,frank.moore@example.com,921 Cedar St,555-274-7645,Home & Garden,Supplier A,437,39.97,Online,Not Returned,0.24,25x13x82 cm,7.94,Australia,SALE15,PayPal,Frank Moore,Germany,frank.moore@example.com,555-121-5569
536712,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 14:42,2.95,14958,Germany,Frank Moore,frank.moore@example.com,709 Pine St,555-121-5569,Clothing,Supplier C,739,13.62,Online,Returned,1.31,45x17x26 cm,6.22,Europe,PROMO10,Cash,Frank Moore,Germany,frank.moore@example.com,555-121-5569
536589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 12:39,2.55,13109,United Kingdom,Frank Smith,frank.smith@mail.com,883 Elm St,555-896-6342,Home & Garden,Supplier A,912,20.73,In-Store,Not Returned,3.3,31x24x99 cm,5.27,Europe,PROMO10,Bank Transfer,Frank Smith,Germany,frank.smith@test.org,555-438-6895
536488,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 10:58,2.95,13109,Germany,Frank Smith,frank.smith@test.org,547 Main St,555-458-5435,Clothing,Supplier C,525,20.94,Online,Not Returned,1.31,45x17x26 cm,6.22,North America,PROMO10,Cash,Frank Smith,Germany,frank.smith@test.org,555-438-6895
536636,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 13:26,2.1,13109,Germany,Frank Smith,frank.smith@demo.net,883 Elm St,555-960-6429,Toys,Supplier B,559,26.45,In-Store,Returned,5.13,62x94x95 cm,5.9,South America,PROMO10,Bank Transfer,Frank Smith,Germany,frank.smith@test.org,555-438-6895
536485,21756,DOORMAT NEW ENGLAND,10,12/01/2010 10:55,,13109,United Kingdom,Frank Smith,frank.smith@test.org,390 Broadway,555-438-6895,Home & Garden,Supplier A,350,41.51,In-Store,Returned,9.51,27x46x50 cm,6.92,South America,SALE15,PayPal,Frank Smith,Germany,frank.smith@test.org,555-438-6895
536590,71053,WHITE METAL LANTERN,6,12/01/2010 12:40,3.39,18708,United Kingdom,Frank Taylor,frank.taylor@demo.net,450 Ash St,555-443-2828,Home & Garden,Supplier A,184,2.74,Online,Not Returned,6.36,77x81x40 cm,5.11,Europe,DISCOUNT5,PayPal,Frank Taylor,United Kingdom,frank.taylor@demo.net,555-201-8009
536734,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 15:04,1.69,18708,United Kingdom,Frank Taylor,frank.taylor@test.org,883 Elm St,555-201-8009,Home & Garden,Supplier A,945,11.1,Online,Returned,6.62,77x28x69 cm,6.83,Australia,DISCOUNT5,Bank Transfer,Frank Taylor,United Kingdom,frank.taylor@demo.net,555-201-8009
536705,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 14:35,1.65,18708,Denmark,Frank Taylor,frank.taylor@example.com,709 Pine St,555-839-9712,Home & Garden,Supplier A,971,43.96,Online,Returned,1.0,95x49x69 cm,7.55,North America,SALE15,Credit Card,Frank Taylor,United Kingdom,frank.taylor@demo.net,555-201-8009
536379,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 09:09,1.65,18708,United Kingdom,Frank Taylor,frank.taylor@demo.net,594 Market St,555-589-1614,Home & Garden,Supplier A,513,8.69,Online,Not Returned,8.79,58x31x23 cm,5.62,Asia,SALE15,Cash,Frank Taylor,United Kingdom,frank.taylor@demo.net,555-201-8009
536504,21914,BLUE HARMONICA IN BOX,12,12/01/2010 11:14,1.25,11293,United Kingdom,Frank Williams,frank.williams@test.org,253 High St,555-638-2607,Toys,Supplier B,56,18.98,Online,Returned,5.08,92x41x64 cm,5.38,North America,DISCOUNT5,Credit Card,Frank Williams,United Kingdom,frank.williams@test.org,555-139-7183
536596,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 12:46,3.39,11293,Germany,Frank Williams,frank.williams@test.org,450 Ash St,555-139-7183,Beauty,Supplier D,26,16.99,In-Store,Returned,0.4,1x3x77 cm,14.16,South America,DISCOUNT5,Cash,Frank Williams,United Kingdom,frank.williams@test.org,555-139-7183
536383,22624,SET OF 3 CAKE TINS PANTRY DESIGN,6,12/01/2010 09:13,5.95,11293,United Kingdom,Frank Williams,frank.williams@mail.com,709 Pine St,555-613-7852,Home & Garden,Supplier A,126,22.62,Online,Returned,5.51,23x53x37 cm,7.73,South America,SALE15,Cash,Frank Williams,United Kingdom,frank.williams@test.org,555-139-7183
536397,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 09:27,9.95,13326,United Kingdom,Frank Wilson,frank.wilson@example.com,594 Market St,555-101-7368,Toys,Supplier B,233,1.27,In-Store,Returned,9.37,20x5x37 cm,8.56,North America,SALE15,Credit Card,Frank Wilson,United Kingdom,frank.wilson@example.com,555-101-7368
536667,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 13:57,339.0,13326,United Kingdom,Frank Wilson,frank.wilson@mail.com,256 Oak St,555-379-3679,Beauty,Supplier D,696,3.35,In-Store,Not Returned,5.6,5x3x53 cm,5.72,Australia,PROMO10,PayPal,Frank Wilson,United Kingdom,frank.wilson@example.com,555-101-7368
536371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 09:01,2.55,19283,Denmark,Grace Brown,grace.brown@demo.net,709 Pine St,555-140-8184,Home & Garden,Supplier A,554,41.61,Online,Not Returned,3.3,31x24x99 cm,5.27,South America,PROMO10,Cash,Grace Brown,Denmark,grace.brown@demo.net,555-140-8184
536371,71053,WHITE METAL LANTERN,6,12/01/2010 09:01,3.39,19283,Denmark,Grace Davis,grace.davis@demo.net,815 Maple St,555-553-4553,Home & Garden,Supplier A,379,32.76,Online,Not Returned,6.36,77x81x40 cm,5.11,South America,DISCOUNT5,Cash,Grace Brown,Denmark,grace.brown@demo.net,555-140-8184
536537,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 11:47,3.75,19283,United Kingdom,Grace Brown,grace.brown@example.com,256 Oak St,555-575-4462,Toys,Supplier B,546,1.35,Online,Not Returned,5.17,40x11x36 cm,6.02,Asia,DISCOUNT5,Bank Transfer,Grace Brown,Denmark,grace.brown@demo.net,555-140-8184
536519,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 11:29,,12101,Germany,Grace Davis,grace.davis@test.org,921 Cedar St,555-219-7353,Home & Garden,Supplier A,25,25.95,Online,Not Returned,5.44,4x93x86 cm,6.56,Australia,SALE15,Gift Card,Grace Davis,Germany,grace.davis@mail.com,555-219-7353
536618,22960,JAM MAKING SET WITH JARS,6,12/01/2010 13:08,4.25,12101,United Kingdom,Grace Davis,grace.davis@mail.com,547 Main St,555-370-3844,Home & Garden,Supplier A,699,24.37,Online,Returned,6.46,21x80x85 cm,5.15,Europe,PROMO10,PayPal,Grace Davis,Germany,grace.davis@mail.com,555-219-7353
536412,71053,WHITE METAL LANTERN,6,12/01/2010 09:42,3.39,12101,Germany,Grace Davis,grace.davis@mail.com,815 Maple St,555-259-8906,Home & Garden,Supplier A,194,11.5,In-Store,Returned,6.36,77x81x40 cm,5.11,Australia,DISCOUNT5,Bank Transfer,Grace Davis,Germany,grace.davis@mail.com,555-219-7353
536725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 14:55,2.55,12101,Denmark,Grace Davis,grace.davis@test.org,921 Cedar St,555-219-7353,Home & Garden,Supplier A,997,17.09,In-Store,Returned,3.3,31x24x99 cm,5.27,Europe,PROMO10,Cash,Grace Davis,Germany,grace.davis@mail.com,555-219-7353
536673,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 14:03,1.69,13696,Denmark,Grace Johnson,grace.johnson@test.org,815 Maple St,555-830-5263,Home & Garden,Supplier A,930,48.46,Online,Returned,6.62,77x28x69 cm,6.83,Asia,DISCOUNT5,PayPal,Grace Johnson,Denmark,grace.johnson@example.com,555-174-7981
536600,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 12:50,2.95,13696,United Kingdom,Grace Johnson,grace.johnson@example.com,253 High St,555-174-7981,Clothing,Supplier C,78,11.55,In-Store,Returned,1.31,45x17x26 cm,6.22,South America,PROMO10,PayPal,Grace Johnson,Denmark,grace.johnson@example.com,555-174-7981
536700,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 14:30,2.95,18277,United Kingdom,Grace Jones,grace.jones@example.com,921 Cedar St,555-981-1968,Clothing,Supplier C,95,8.9,Online,Not Returned,1.31,45x17x26 cm,6.22,Europe,PROMO10,PayPal,Grace Jones,Denmark,grace.jones@demo.net,555-150-8776
536631,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 13:21,4.25,18277,Denmark,Grace Jones,grace.jones@demo.net,709 Pine St,555-150-8776,Home & Garden,Supplier A,236,11.53,In-Store,Returned,1.83,47x68x76 cm,6.44,North America,SALE15,Cash,Grace Jones,Denmark,grace.jones@demo.net,555-150-8776
536558,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 12:08,6.95,18277,Germany,Grace Jones,grace.jones@test.org,547 Main St,555-323-2136,Home & Garden,Supplier A,34,14.86,Online,Returned,5.44,4x93x86 cm,6.56,Europe,SALE15,Cash,Grace Jones,Denmark,grace.jones@demo.net,555-150-8776
536611,21724,RED HARMONICA IN BOX,10,12/01/2010 13:01,1.25,11337,Germany,Henry Miller,henry.miller@example.com,709 Pine St,555-443-2828,Toys,Supplier B,966,34.42,In-Store,Not Returned,9.06,2x88x72 cm,5.35,Europe,PROMO10,Bank Transfer,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536672,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 14:02,1.85,11337,United Kingdom,John Brown,john.brown@demo.net,547 Main St,555-248-4850,Clothing,Supplier C,692,44.63,In-Store,Not Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Credit Card,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536398,22754,COFFEE MUG APPLES DESIGN,6,12/01/2010 09:28,1.95,11337,Denmark,Grace Miller,grace.miller@mail.com,883 Elm St,555-769-5524,Home & Garden,Supplier A,500,0.32,In-Store,Returned,8.05,74x96x98 cm,12.45,Asia,PROMO10,Credit Card,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536611,21724,RED HARMONICA IN BOX,10,12/01/2010 13:01,1.25,11337,Germany,Grace Miller,grace.miller@example.com,815 Maple St,555-313-4762,Toys,Supplier B,543,11.06,Online,Not Returned,9.06,2x88x72 cm,5.35,Europe,PROMO10,Bank Transfer,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536672,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 14:02,1.85,11337,Denmark,Grace Miller,grace.miller@demo.net,594 Market St,555-915-2177,Clothing,Supplier C,932,32.73,Online,Not Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Credit Card,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536620,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 13:10,3.39,11337,United Kingdom,Grace Miller,grace.miller@mail.com,256 Oak St,555-349-6631,Beauty,Supplier D,704,7.67,Online,Returned,0.4,1x3x77 cm,14.16,Asia,DISCOUNT5,Gift Card,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536728,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 14:58,3.39,11337,Denmark,Grace Miller,grace.miller@example.com,450 Ash St,555-356-1933,Beauty,Supplier D,685,8.18,In-Store,Returned,5.6,5x3x53 cm,5.72,Asia,PROMO10,Bank Transfer,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536686,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 14:16,1.65,11337,United Kingdom,Grace Miller,grace.miller@example.com,815 Maple St,555-830-5263,Home & Garden,Supplier A,524,7.81,In-Store,Returned,8.79,58x31x23 cm,5.62,North America,SALE15,PayPal,Grace Miller,Denmark,grace.miller@example.com,555-248-4850
536647,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 13:37,3.39,17262,United Kingdom,Grace Moore,grace.moore@example.com,921 Cedar St,555-826-5223,Beauty,Supplier D,56,42.78,Online,Not Returned,0.4,1x3x77 cm,14.16,Australia,DISCOUNT5,Bank Transfer,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536420,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 09:50,1.69,17262,Germany,Grace Moore,grace.moore@example.com,256 Oak St,555-813-7047,Home & Garden,Supplier A,748,36.63,In-Store,Not Returned,6.62,77x28x69 cm,6.83,Europe,DISCOUNT5,Cash,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536693,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 14:23,1.65,17262,United Kingdom,Grace Moore,grace.moore@demo.net,709 Pine St,555-847-1271,Home & Garden,Supplier A,73,40.0,Online,Returned,1.0,95x49x69 cm,7.55,North America,SALE15,PayPal,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536720,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 14:50,3.39,17262,Germany,Grace Moore,grace.moore@mail.com,256 Oak St,555-769-5524,Beauty,Supplier D,868,49.2,Online,Returned,0.4,1x3x77 cm,14.16,Asia,DISCOUNT5,Bank Transfer,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536730,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 15:00,765.0,17262,Germany,Jane Williams,jane.williams@mail.com,450 Ash St,555-363-8970,Toys,Supplier B,537,8.77,In-Store,Returned,1.25,9x48x72 cm,5.6,South America,PROMO10,Bank Transfer,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536534,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 11:44,1.69,17262,United Kingdom,Grace Moore,grace.moore@demo.net,390 Broadway,555-615-8266,Home & Garden,Supplier A,106,41.94,In-Store,Returned,6.62,77x28x69 cm,6.83,Australia,DISCOUNT5,Gift Card,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
536730,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 15:00,7.65,17262,United Kingdom,Grace Moore,grace.moore@mail.com,256 Oak St,555-509-1894,Toys,Supplier B,971,20.95,Online,Returned,1.25,9x48x72 cm,5.6,South America,PROMO10,Bank Transfer,Grace Moore,United Kingdom,grace.moore@demo.net,555-363-8970
